stt,word,furigana,Sino-Vietnamese,meaning,example
78,時期,じき,thời kì,thời kì,"[['1. 3月から4月は、うちの会社にとって忙しい時期だ。', 'Từ tháng 3 đến tháng 4 được xem là thời kì bận rộn của công ty tôi.'], ['2. この計画は時間がかかるので、実行に移すのはまだ時期が早い。', 'Kế hoạch này cần nhiều thời gian nên đưa vào thực tế vẫn còn sớm.'], ['3. 不況の今は、株を買うには時期は悪い。', 'Kinh tế khó khăn hiện nay là thời kì khó khăn đối với việc mua cổ phiếu.'], ['連 ＿が早い＜＝＞遅い、＿がいい＜＝＞悪い', '']]"
79,現在,げんざい,hiện tại,hiện tại,"[['1. 駅前は昔は畑だったが、現在は大きなショッピングセンターになっている。', 'Ngày xưa trước nhà ga là một cánh đồng nhưng giờ nó đã trở thành một trung tâm mua sắm lớn.'], ['2. 「現在、台風は時速40キロのスピードで進んでいます」', 'Hiện tại, bão đang tiến đến với vận tốc 40km/giờ.'], ['3. 我が国の失業率は、2010年10月現在で5.1％だ。', 'Tỉ lệ thất nghiệp của công ty chúng tôi hiện tại vòa tháng 10 năm 2010 là 5,1%.'], ['類 今', ''], ['対 過去、未来', ''], ['合 ［時点］+現在', '']]"
80,臨時,りんじ,lâm thời,tạm thời,"[['1. 急病人が出たため、列車は臨時にこの駅に停車した。', 'Để đưa người ốm ra nên tàu hỏa đã tạm dừng tại nhà ga này.'], ['合 ＿ニュース、＿列車、＿停車、＿休業、＿休校', '']]"
81,費用,ひよう,phí dụng,chi phí tiêu dùng,"[['1. 旅行の費用をためる。', 'Dành tiền cho chi phí du lịch.'], ['2. 子供を育てるのに費用が掛かる。', 'Cần chi phí để nuôi dạy con trẻ.'], ['3. 新学期はいろいろと費用がかさむ。', 'Học kì mới kèm theo rất nhiều chi phí.'], ['4. 親が留学の費用を負担してくれる。', 'Bố mẹ đã đảm nhận chi phí du học cho tôi.'], ['関 ～費、～金、経費', ''], ['連 ＿がかかる、＿をかける、＿がかさむ、＿を負担する', '']]"
82,定価,ていか,định giá,giá cố định,"[['1. 本はどこでも定価で売られている。', 'Sách thì ở đâu cũng bán với giá cố định.'], ['2. 日本のデパートは定価販売をしている。', 'Các siêu thị ở Nhật bán giá cố định.']]"
83,割引,わりびき,cát dẫn,giảm giá,"[['1. 「まとめて買うから、少し割引してください」', 'Mua nhiều thứ cùng lúc nên hãy giảm giá chút đi.'], ['2. 「セール期間中は、全商品を30％割引します」', 'Trong thời gian giảm giá, toàn bộ sản phẩm sẽ được giảm giá 30%.'], ['関 値引き、まける', ''], ['動 割り引く', '']]"
84,おまけ,,,quà khuyến mại,"[['1. 4個550円のリンゴを、おまけしてもらって500円で買った。', '4 quả là 550 yên nhưng có kèm quà giảm giá nên bớt còn 500 yên.'], ['2. 子供向けのお菓子には、よくおまけが付いている。', 'Bánh kẹo dành cho trẻ em thường có kèm quà tặng.'], ['関 値引き、サービス、景品', ''], ['連 ＿がつく、＿を付ける', '']]"
85,無料,むりょう,vô liệu,miễn phí,"[['1. 「ただいま、無料で試供品をさし上げておりましょう」', 'Đang miễn phí nên tặng sản phẩm mẫu.'], ['2. 6歳未満の子供は入場無料だ。', 'Trẻ em dưới 6 tuổi thì vào hội trường miễn phí.'], ['類 ただ', ''], ['対 有料', '']]"
86,現金,げんきん,hiện kim,tiền mặt,"[['1. 彼は新車を買って、何と現金で支払ったそうだ。', 'Nghe nói anh ấy mua xe mới bằng tiền mặt.'], ['関 ローン', ''], ['類 キャッシュ', ''], ['合 ＿払い、＿自動支払機', '']]"
87,合計,ごうけい,hợp kê/kế,tổng cộng,"[['1. 東京23区の面接を合計すると、2,187km2 になる。', 'Tổng diện tích của 23 vùng ở Tokyo là 2,187km2.'], ['2. 食事代は、3人で合計1万円だった。', 'Tiền ăn tổng 3 người là 1 vạn yên ạ.'], ['関 計', ''], ['合 ＿額', '']]"
88,収入,しゅうにゅう,thu nhập,thu nhập,"[['1. 彼は喫茶店を経営して収入を得ている。', 'Anh ấy thu nhập từ việc kinh doanh quán café.'], ['関 年収、月収、所得', ''], ['合 臨時＿、＿源、高＿', ''], ['対 支出', ''], ['連 ＿がある＜＝＞ない、＿が高い＜＝＞低い、＿が上がる・＿をあげる、＿が下がる、＿を得る', '']]"
89,支出,ししゅつ,chi xuất,chi phí (đầu tư),"[['1. 今年は支出が収入を上回って赤字になった。', 'Năm nay chi phí vượt quá thu nhập nên bị lỗ.'], ['2. 予算オーバーだ。少し支出を減らそう。', 'Vượt quá ngân sách đấy, phải giảm chi phí một chút thôi.'], ['対 収入', ''], ['連 ＿を抑える、＿を削る', '']]"
90,予算,よさん,dự toán,ngân sách,"[['1. 来年度の予算を立てる。', 'Xây dựng ngân sách mỗi năm.'], ['2. 車を買い替えたいのだが、予算が足りない。', 'Muốn mua đổi xe ô tô mới nhưng không đủ ngân sách.'], ['関 決算', ''], ['合 ＿案', ''], ['連 ＿を立てる', '']]"
91,利益,りえき,lợi ích,lợi nhuận,"[['1. 企業が利益を追求するのは当然だ。', 'Doanh nghiệp mưu cầu lợi nhuận là điều đương nhiên.'], ['2. 政治家には国全体の利益を考えてもらいたい。', 'Tôi muốn những nhà chính trị gia suy nghĩ về lợi ích của toàn đất nước.'], ['関 利害', ''], ['対 損失、損害、不利益', ''], ['連 ＿を得る、＿が出る、＿が上がる、＿を上げる、～の＿になる', '']]"
92,赤字,あかじ,xích tự,"lỗ, thâm hụt","[['1. 今月は支出が多くて、家計は赤字｛だった/になった｝。', 'Tháng này nhà mình chi rất nhiều nên bị thâm hụt rồi.'], ['合 財政＿', ''], ['対 黒字', ''], ['連 ＿になる、＿が出る、＿を出す', '']]"
93,経費,けいひ,kinh phí,kinh phí,"[['1. 宣伝に経費をかけたので、売り上げが伸びた。', 'Dùng chi phí cho việc quảng cáo nên doanh thu đã tăng.'], ['2. 経費の削減が求められている。', 'Yêu cầu giảm chi phí.'], ['関 費用', ''], ['類 コスト', ''], ['合 ＿削減、必要＿', ''], ['連 ＿がかかる、をかける、＿がかさむ', '']]"
94,勘定,かんじょう,khám định,"tính toán, thanh toán","[['1. ｛金/人数…｝を勘定する。', 'Tính tiền/ tính số người…'], ['2. 今月の支出をチェックしているのだが、何度やっても勘定が合わない。', 'Tôi đang kiểm tra chi phí tháng nay, nhưng tính mấy lần rồi mà vẫn không đúng.'], ['3. 勘定を済ませて帰る。', 'Hoàn thành tính toán để về nhà.'], ['4. 「お勘定、\u3000お願いします」', 'Làm ơn cho tôi tính tiền.'], ['5. 計画を立てるときは、リスクも勘定に入れておいたほうがいい。', 'Khi xây dựng kế hoạch, cũng nên tính những rủi ro thì tốt hơn.'], ['類 計算、会計', ''], ['連 ＿が合う＜＝＞合わない、\u3000＿に入れる', '']]"
95,弁償,べんしょう,biện thường,bồi thường,"[['1. 隣の家の窓ガラスを割ってしまったので、修理代を弁償した。', 'Tôi lỡ làm vỡ kính cửa sổ nhà bên nên đã bồi thường tiền sửa chữa.'], ['関 補償、賠償', '']]"
96,請求,せいきゅう,thỉnh cầu,sự thỉnh cầu,"[['1. 大学に資料を請求する。', 'Yêu cầu tài liệu về trường học.'], ['2. 彼は離婚するとき、1000万円の慰謝料を請求された。', 'Khi li hôn anh ấy yêu cầu tiền bồi thường là 1000 vạn yên.'], ['3. 今月は携帯電話をよく使ったので、請求はいつもの倍になった。', 'Tháng này dùng điện thoại nhiều nên tiền phí tăng gấp đôi so với bình thường.'], ['関 要求', ''], ['合 ＿書', '']]"
97,景気,けいき,cảnh khí,kinh tế,"[['1. 景気が悪くなると、倒産する会社が増える。', 'Nền kinh tế khó khăn nhiều công ty phá sản đang tăng lên.'], ['2. 景気が｛回復する/後退する/低迷する/上向く…｝。', 'Hồi phục kinh tế/kinh tế đi lùi/nền kinh tế mịt mờ/nên kinh tế đi lên'], ['関 経済状況、好況＜＝＞不況', ''], ['合 好＿＜＝＞不＿', ''], ['連 ＿がいい＜＝＞悪い', '']]"
98,募金,ぼきん,mộ kim,"quyên tiền, gây quỹ","[['1. 地震の被災者のために募金した。', 'Quyên góp tiền cho những nạn nhân động đất.'], ['合 共同＿、街頭＿', '']]"
99,募集,ぼしゅう,mộ tập,tuyển dụng,"[['1. アルバイトを募集していたので、応募した。', 'Tôi ứng tuyển vào nơi đang tuyển nhân viên bán thời gian.'], ['2. 会社は社員から新しい企画のアイデアを募集した。', 'Công ty đang tuyển ý tưởng về sự quy hoạch mới từ nhân viên.'], ['関 募る', '']]"
100,価値,かち,giá trị,giá trị,"[['1. 情報は新しいほど価値がない。', 'Thông tin càng mới càng có giá trị.'], ['2. 商品に傷が付くと、価値が下がる。', 'Sản phẩm bị trầy xước sẽ giảm giá trị.'], ['3. 成功するかどうかわからないが、その方法はやってみる価値があると思う。', 'Không biết có thành công hay không nhưng tôi nghĩ sẽ có giá trị nếu làm thử phương pháp này.'], ['合 ＿観、＿が合う＜＝＞合わない', ''], ['連 ＿が高い＜＝＞低い、＿がある＜＝＞ない、＿が上がる＜＝＞下がる', '']]"
101,好む,この,hảo/hiếu,thích,"[['1. 一般にお年寄りはあっさりした味を好む。', 'Nhìn chung thì người già họ thích vị thanh.'], ['2. 納豆は嫌いではありませんが、好んでは食べません。', 'Không phải là ghét nattou nhưng mà không thích ăn.'], ['3. この薬には、虫の好まない成分が含まれている。', 'Thuốc này bao gồm những thành phần mà côn trùng không thích.'], ['関 好きな', ''], ['類 好く（例：彼女は誰からも好かれている）', ''], ['対 嫌う', ''], ['名 好み', '']]"
102,嫌う,きら,hiềm,ghét,"[['1. 彼女は彼を嫌っているようだ。', 'Cô ấy có lẽ ghét thằng đó.'], ['2. 「そんなことをしたら、恋人に嫌われるよ」', 'Làm một việc như thế sẽ bị người yêu ghét đấy.'], ['3. この植物は乾燥を嫌う。', 'Loài thực vật này ghét sự khô cằn.'], ['関 嫌いな', ''], ['対 好く、好む', '']]"
103,願う,ねが,nguyện,"ước, yêu cầu","[['1. 世界平和を願う。', 'Cầu mong thế giới hòa bình.'], ['2. あなたの健康と成功を願っている。', 'Cầu mong bạn thành công và sức khỏe.'], ['3. 「もう一度お願いします。」', 'Xin một lần nữa ạ.'], ['4. 「間違いのないよう、お願いします」', 'Vui lòng đừng để nhầm lẫn ạ.'], ['名 願、お願い', '']]"
104,甘える,あま,cam,chiều chuộng,"[['1. 子供が母親に甘える。', 'Trẻ con nũng nịu cha mẹ.'], ['2. 「どうぞ、この傘をお使いください」「では、お言葉に甘えまして…」', '""Chị hãy dùng cái dù này đi ạ""""Thế thì tôi nghe lời chị.""'], ['関 甘やかす', ''], ['名 甘え', '']]"
105,可愛がる,かわい,khả ái,"yêu mến, yêu thương","[['1. 息子は姉をとてもかわいがっている。', 'Đứa em trai rất thương chị gái.'], ['2. 彼は上司にかわいがられている。', 'Anh ấy được cấp trên yêu mến.']]"
106,気付く,きづ,khí phụ,nhận ra,"[['1. 犯人は刑事に気づいて逃げてしまった。', 'Tội phạm nhận thấy cảnh sát nên chạy ngay.'], ['2. ゲームに夢中だたので、父が帰って来たことにも気づかなかった。', 'Mãi đăm chiêu vào game nên không nhận ra việc bố đã về.'], ['3. 車にはねられ、気づいたときは病院のベッドの上だった。', 'Bị ô tô đâm vào, khi tỉnh dậy nhận ra thì đã nằm trên giường bệnh rồi.'], ['関 気を失う、意識を取り戻す', '']]"
107,疑う,うたが,nghi,nghi ngờ,"[['1. 警察は私を犯人ではないかと疑っているらしい。', 'Cảnh sát nghi ngờ tôi có phải tội phạm hay không.'], ['2. 小さな子供は人を疑うことを知らない。', 'Trẻ nhỏ không biết việc nghi ngờ ai đó.'], ['3. 私は彼の成功を疑ったことはない。', 'Tôi chưa bao giờ nghi ngờ thành công của anh ấy.'], ['対 信じる', ''], ['連 良識を＿', ''], ['慣 目を＿', ''], ['名 疑い→＿を持つ、～＿がある＜＝＞ない', '']]"
108,苦しむ,くる,khổ,"khổ, chịu đựng","[['1. 学校でいじめられて苦しんでいる子どもが大勢いる。', 'Có rất nhiều trẻ em gặp khó khăn vì bị bắt nạt ở trường học.'], ['2. 私は長年腰痛｛に/で｝苦しんできた。', 'Tôi khổ sở vì bị đau lưng lâu năm.'], ['連 理解に＿', ''], ['名 苦しみ', '']]"
109,悲しむ,かな,bi,buồn,"[['1. 娘はペットの死を悲しんで、一日中泣いていた。', 'Con gái tôi khóc cả một ngày vì con thú cưng bị chết.'], ['対 喜ぶ', ''], ['名 悲しみ', '']]"
110,がっかりする,,,thất vọng,"[['1. 試験に落ちて、がっかりした。', 'Tôi thất vọng vì bị trượt kì thi.'], ['2. この結果には｛がっかりしている/がっかりだ｝。', 'Tôi thất vọng với kết quả này.']]"
111,励ます,はげ,lệ,động viên,"[['1. 試験に失敗した友人に励ました。', 'Tôi động viên đứa bạn thân bị trượt kì thi.'], ['2. 「皆さんの応援に励まされました」', 'Tôi được mọi người động viên, an ủi.'], ['関 激励する', ''], ['名 励まし', '']]"
