stt,word,furigana,Sino-Vietnamese,meaning,example
48,種,たね,CHỦNG,"Hạt, nguồn gốc, kỹ thuật","[['① 庭にアサガオの種をまいた。', 'Tôi đã gieo hạt hoa bìm bìm trong vườn.'], ['桃は種が大きい。', 'Hạt của quả đào rất to.'], ['連 ＿をまく', 'Gieo hạt'], ['連 ＿を取る\u3000／\u3000取り除く', 'Loại bỏ/Lấy hạt ra'], ['合 ＿なし\u3000（例．種なしぶどう）', 'Không hạt (VD: nho không hạt)'], ['② いつまでたっても心配の種が尽きない。', 'Dù thời gian trôi qua, nỗi lo vẫn còn đó.'], ['小説の種を探す。', 'Tìm kiếm ý tưởng cho tiểu thuyết.'], ['連 悩みの＿', 'Nguyên nhân gây muộn phiền'], ['連 話の＿', 'Chủ đề chuyện trò'], ['慣 自分でまいた種', 'Tự mình gây ra thì tự mình gánh chịu'], ['※ 俗語で「ネタ」という言い方がある。\u3000（例．話のネタ、\u3000すしのネタ）', 'Trong tiếng lóng có từ “ネタ” (VD: chủ đề trò chuyện, nguyên liệu sushi)'], ['③ 手品の種を教えることはできない。', 'Không thể tiết lộ bí mật ảo thuật.'], ['連 ＿を明かす', 'Vạch trần bí mật'], ['慣 種も仕掛けもない', 'Không có mánh khóe hay chiêu trò gì cả']]"
49,とげ,,,"Gai, gai góc","[['① バラにはとげがある。', 'Hoa hồng có gai.'], ['② 古い木材を触っていたら、とげが刺さってしまった。', 'Khi chạm vào gỗ cũ, tôi bị gai đâm.'], ['とげを抜く。', 'Rút gai ra'], ['連 ①②＿が刺さる', 'Gai đâm vào'], ['連 ＿を抜く', 'Lấy gai ra'], ['③ とげのある言葉', 'Lời nói móc mỉa'], ['連 ①③＿がある⇔ない', 'Có ⇔ Không gai']]"
50,毒,どく,ĐỘC,"Độc, độc địa (tâm hồn)","[['① このキノコには毒があるから、食べてはいけない。', 'Nấm này có độc, nên không được ăn.'], ['薬も飲みすぎると毒になる。', 'Dùng thuốc quá liều cũng có thể trở thành độc tố.'], ['連 ＿がある⇔ない', 'Có ⇔ Không độc'], ['合 有＿', 'Có độc'], ['合 無＿', 'Không độc'], ['合 消＿', 'Khử độc'], ['合 中＿', 'Ngộ độc'], ['合 ＿物', 'Chất độc'], ['合 ＿薬', 'Thuốc độc'], ['合 ＿殺', 'Giết bằng thuốc độc'], ['② バタコの吸い過ぎは体に毒だ。', 'Hút thuốc lá nhiều có hại cho cơ thể.'], ['ダイエットしている私にとって、お菓子のコマーシャルは目の毒だ。', 'Đối với tôi, người đang ăn kiêng, thì quảng cáo bánh kẹo thật là “gai mắt”.'], ['慣 目の毒', 'Gai mắt'], ['③ 意地悪な彼女は、ライバルに毒を含んだ言葉を浴びせかけた。', 'Cô gái độc ác đó đã ném những lời lẽ cay độc về phía đối thủ của mình.']]"
51,くじ,,,"Rút thăm, xổ số","[['1. 発表の順番をくじで決めた。', 'Đã bốc thăm để quyết định thứ tự phát biểu.'], ['2. 神社でおみくじを引いたら大吉だった。', 'Tôi rút thăm ở đền và được quẻ đại cát.'], ['3. 私はくじ運が悪く、当たったことがない。', 'Tôi không may mắn, chưa từng trúng thăm.'], ['連 ＿を引く', 'Bốc thăm / Rút thăm'], ['連 ＿｛が／に｝当たる', 'Trúng thăm / Trúng giải'], ['合 宝＿', 'Xổ số'], ['合 ＿引き', 'Bốc thăm'], ['合 運＿', 'Vận may'], ['合 おみ＿', 'Quẻ (bói)'], ['合 当たり＿', 'Lá thăm trúng'], ['合 あみだ＿', 'Rút thăm kiểu Amida']]"
52,桁,けた,HÀNH,Chữ số,"[['1. 計算するとき、一桁間違えてしまった。', 'Khi tính toán, tôi đã tính sai một hàng.'], ['2. 日本では、二桁の掛け算は小学校３年で学ぶ。', 'Ở Nhật, học sinh lớp 3 tiểu học học phép nhân hai chữ số.'], ['3. 同じ貿易会社でも、A社とB社では資産の桁が違う。', 'Dù cùng là công ty thương mại, tài sản của A và B chênh lệch rất lớn.'], ['連 ＿が違う', 'Khác biệt lớn'], ['合 ＿違い\u3000（例．山口選手は他の選手とは桁違いの強さを発揮した。）', 'Khác biệt hoàn toàn (VD: Tuyển thủ Yamaguchi đã thể hiện sức mạnh vượt trội hoàn toàn so với các tuyển thủ khác.)']]"
53,単位,たんい,ĐƠN,"Đơn vị, tín chỉ, học phần","[['① リットルは量の単位で、１リットルは１，０００ｃｃに当たる。', 'Lít là một đơn vị đo, 1 lít = 1000cc.'], ['② 夫婦は家族の最小単位だ。', 'Vợ chồng là đơn vị nhỏ nhất của một gia đình.'], ['③ 大学に入ったら、１年生でできるだけ多くの単位を取りたい。', 'Khi vào đại học, tôi muốn lấy thật nhiều tín chỉ trong năm nhất.'], ['連 ＿を取る\u3000／\u3000取り除く', 'Lấy / bỏ tín chỉ'], ['連 ＿を収める', 'Đăng ký tín chỉ']]"
54,一括,いっかつ,NHẤT QUÁT,"Gộp, cùng lúc","[['1. 授業料１年分を一括で納付した。', 'Tôi đã thanh toán học phí cả năm một lần.'], ['2. 亡くなった岡田教授の蔵書は、一括して市の図書館に寄贈された。', 'Toàn bộ sách của GS Okada đã được tặng cho thư viện thành phố.'], ['合 ＿払い⇔分割払い', 'Trả hết ⇔ Trả góp'], ['関 ヲまとめる', 'Tổng hợp, gom lại']]"
55,固まり,かた,CỐ,"Cục, tảng, miếng","[['① ご飯をかまずに塊で飲み込む。', 'Nuốt cả miếng cơm mà không nhai.'], ['｛砂糖\u3000／\u3000塩\u3000／\u3000脂肪\u3000／\u3000土．．．｝のかたまり', 'Khối, cục (đường, muối, mỡ, đất...)'], ['② 小さい魚は敵に襲われないように、固まりになって泳ぐ。', 'Cá nhỏ bơi theo đàn để tránh bị kẻ địch tấn công.'], ['一固まりになって走る。', 'Chạy thành cụm.'], ['（動） ①②が固まる', 'Cứng lại'], ['③ 子供は好奇心の固まり。', 'Trẻ con là hiện thân của sự tò mò.']]"
56,丈,たけ,TRƯỢNG,"Chiều dài, cao, độn đầy, chứa đầy","[['① スカートの丈をつめる。', 'Tôi cắt ngắn chiều dài chân váy.'], ['合 背＿', 'Chiều cao'], ['類 長さ', 'Độ dài'], ['② 彼女は彼に思いのたけをぶつけた手紙を書いた。', 'Cô ấy đã viết một lá thư dốc hết nỗi lòng gửi cho anh ấy.']]"
57,欄,らん,LAN,Cột,"[['① （書類など）「ファックス番号はこの欄の中に書いてください。なければ空欄にしておいてください。」', '(Giấy tờ...) “Vui lòng ghi số fax vào ô này. Nếu không có thì để trống.”'], ['合 空＿', 'Ô trống'], ['合 ＿外', 'Bên ngoài ô/cột'], ['合 解答＿', 'Ô trả lời'], ['合 回答＿', 'Ô phản hồi'], ['② 新聞の投書欄に私の投書が載った。', 'Bài viết của tôi đã được đăng trên mục bạn đọc của báo.'], ['（新聞\u3000・雑誌など）\u3000｛社会\u3000／\u3000番組\u3000／\u3000テレビ\u3000／料理．．．｝欄', 'Mục (xã hội / chương trình / truyền hình / ẩm thực...) trên báo, tạp chí'], ['関 コラム', 'Cột chuyên mục / chuyên mục nhỏ']]"
58,隅,すみ,NGUNG,Góc,"[['1. 「その箱、邪魔だから、部屋の隅に置いといて。」', 'Cái hộp đó vướng quá, để nó vào góc phòng đi.'], ['2. 写真の隅に写っているのが私です。', 'Người xuất hiện ở góc bức ảnh là tôi.'], ['合 ＿っこ', 'Góc (nhỏ)'], ['対 真ん中', 'Chính giữa'], ['対 中央', 'Trung tâm'], ['慣 隅から隅まで\u3000（例．隅から隅まで探したが見つからなかった。', 'Tìm khắp mọi ngóc ngách (VD: Tôi đã tìm khắp nhưng không thấy.)'], ['慣 隅に置けない', 'Không thể xem thường']]"
59,縁,ふち,DUYÊN,"Mép, viền","[['1. 茶わんのふちが欠けてしまった。', 'Viền của chén bị sứt.'], ['2. ｛メガネ\u3000／\u3000帽子\u3000／\u3000テーブル\u3000／\u3000池\u3000．．．｝の縁', 'Viền (kính, mũ); mép (bàn); bờ (ao)'], ['合 ＿取り', 'Viền bao quanh'], ['合 額縁', 'Khung ảnh'], ['合 崖っぷち', 'Vách đá, bờ vực'], ['合 へり', 'Mép, rìa']]"
60,ひび,,,Nứt,"[['1. 地震の揺れでビルの壁にひびが入った。', 'Vì dư chấn động đất, vết nứt đã xuất hiện trên tường tòa nhà.'], ['2. 金銭問題で人間関係にひび入ることもある。', 'Đôi khi, vấn đề tiền bạc cũng khiến các mối quan hệ rạn nứt.'], ['連 二＿が入る', 'Xuất hiện vết nứt'], ['合 ＿割れ', 'Vỡ, nứt'], ['合 ガ＿割れる', 'Bị vỡ, nứt'], ['類 亀裂', 'Vết nứt']]"
61,分裂,ぶんれつ,PHÂN LIỆT,"Phân chia, tách","[['1. 政党が二つに分裂した。', 'Đảng phái chia rẽ thành hai.'], ['2. ｛国\u3000／\u3000細胞\u3000／\u3000グループ\u3000．．．｝が分裂する。', '(Đất nước/tế bào/nhóm...) bị chia rẽ'], ['合 内部＿', 'Sự chia rẽ nội bộ'], ['合 細胞＿', 'Phân chia tế bào'], ['合 核＿', 'Phản ứng phân hạch hạt nhân'], ['対 ガ／ヲ統一スル', 'Thống nhất']]"
62,振動,しんどう,CHẤN ĐỘNG,"Chấn động, rung lắc","[['1. このマンションは大通りに面しているので、振動がひどい。', 'Chung cư này nằm sát đường lớn nên bị rung lắc mạnh.'], ['2. 携帯電話は振動した。', 'Điện thoại rung.'], ['3. 一分間の振り子の振動数は振り子の長さが長くなるほど少なくなる。', 'Độ dài con lắc càng lớn, tần suất rung của con lắc trong một phút càng giảm.'], ['連 ＿が激しい', 'Rung lắc mạnh'], ['合 ＿計', 'Máy đo dao động'], ['合 ＿公害', 'Ô nhiễm rung chấn'], ['合 ＿数', 'Tần số dao động'], ['類 揺れ', 'Sự rung lắc'], ['関 公害', 'Ô nhiễm (môi trường, âm thanh...)'], ['関 騒音', 'Tiếng ồn']]"
63,沸騰,ふっとう,PHÍ ĐẰNG,"Sôi, đỉnh điểm","[['① 水は１００゜Cで沸騰している。', 'Nước đang sôi ở 100°C.'], ['② この歌手は今、人気が沸騰している。', 'Ca sĩ này đang cực kỳ nổi tiếng.'], ['｛話題\u3000／\u3000世論\u3000／\u3000株価\u3000．．．｝が沸騰する。', '(Chủ đề, dư luận, giá cổ phiếu...)  nóng sốt.'], ['合 話題＿', 'Chủ đề hot'], ['合 人気＿', 'Được yêu thích mạnh mẽ']]"
64,循環,じゅんかん,TUẦN HOÀN,Tuần hoàn,"[['1. 血液の循環が悪い。', 'Tuần hoàn máu không tốt.'], ['2. やせるために運動すると、おなかがすいて食べて太る。悪循環だ。', 'Tôi tập thể dục để giảm cân, mà đói quá nên lại ăn rồi tăng cân. Đúng là vòng luẩn quẩn.'], ['3. 景気は周期的に循環している。', 'Kinh tế biến động theo chu kỳ.'], ['4. このバスは、市内を循環している。', 'Xe buýt này chạy vòng quanh thành phố.'], ['合 悪＿', 'Vòng xoáy tiêu cực'], ['合 ＿器', 'Thiết bị tuần hoàn'], ['合 ＿バス', 'Xe buýt tuyến vòng'], ['関 ガ回る、ガ巡る', 'Đi vòng quanh / Tuần hoàn']]"
65,回収,かいしゅう,HỒI THU,Thu hồi,"[['1. ペットボトルを回収してリサイクルに回す。', 'Thu gom chai nhựa để tái chế.'], ['2. ｛アンケート／\u3000テスト問題／\u3000欠陥商品／資金．．．｝を回収する。', 'Thu hồi (bảng khảo sát, đề kiểm tra, sản phẩm lỗi, vốn đầu tư)']]"
66,獲得,かくとく,HOẠCH ĐẮC,"Thu thập, giành được","[['1. 選挙で勝って政権を獲得した。', 'Thắng cử và giành được chính quyền.'], ['2. ｛自由\u3000／\u3000権利\u3000／\u3000地位\u3000／\u3000メダル\u3000．．．｝を獲得する。', 'Giành được (tự do, quyền lợi, địa vị, huy chương...)'], ['関 ヲ取得スル', 'Đạt được, giành lấy'], ['関 ヲ勝ち取る', 'Chiến thắng sau nỗ lực'], ['関 ヲ得る', 'Có được, thu được']]"
67,区間,くかん,KHU GIAN,"Đoạn, khoảng cách, khu vực","[['1. （鉄道）この区間はトンネルが多い。', 'Đoạn đường này có nhiều hầm (tàu hỏa).'], ['2. 乗車区間', 'Quãng đường lên tàu'], ['3. （駅伝）選手が走る距離は区間によって違う。', '(Cuộc thi chạy tiếp sức) Độ dài quãng đường tuyển thủ sẽ khác nhau tùy theo chặng đường.'], ['4. 区間記録', 'Kỷ lục theo cự ly'], ['関 区画', 'Khu vực, khu đất (được phân chia)'], ['関 区分', 'Phân loại, phân khu']]"
68,施設,しせつ,THI THIẾT,"Cơ sở, thiết bị","[['1. 駅のそばに、図書館や市民ホールなど、公共の施設がいくつかある。', 'Gần ga có một số cơ sở công cộng như thư viện và hội trường thành phố.'], ['2. 私は子供の頃両親をなくし、（養護）施設で育った。', 'Tôi mồ côi từ nhỏ và lớn lên trong trại trẻ mồ côi.'], ['合 公共＿', 'Cơ sở công cộng'], ['合 娯楽＿', 'Cơ sở giải trí'], ['合 医療＿', 'Cơ sở y tế'], ['合 養護＿', 'Cơ sở chăm sóc trẻ mồ côi'], ['合 老人福祉＿', 'Cơ sở phúc lợi cho người già']]"
69,運営,うんえい,VẬN DOANH,Quản lý,"[['1. 学園祭の運営は、全て学生たちによって行われた。', 'Việc tổ chức lễ hội trường hoàn toàn do học sinh đảm nhận.'], ['2. ｛祖式\u3000／学校\u3000／会議\u3000．．．｝を運営する。', 'Điều hành (lễ, trường học, hội nghị...)']]"
70,面会,めんかい,DIỆN HỘI,Gặp gỡ,"[['1. 首相はホワイトハウスで大統領と面会した。', 'Thủ tướng đã gặp mặt Tổng thống tại Nhà Trắng.'], ['2. PTA が子供の指導について話し合いたいと、校長に面会を求めた。', 'Hội phụ huynh đề nghị gặp hiệu trưởng để bàn về việc giáo dục học sinh.'], ['合 ＿時間', 'Thời gian gặp mặt'], ['合 ＿謝絶 (※病院など。例．彼は重体で面会謝絶の状態だ。）', 'Từ chối tiếp khách (Như trong bệnh viện. VD: Anh ấy đang trong tình trạng nguy kịch và cấm vào thăm.)']]"
71,返却,へんきゃく,PHẢN KHƯỚC,"Trả lại, hoàn trả","[['1. 図書館に本を返却する。', 'Trả lại sách cho thư viện.'], ['合 ＿期限', 'Hạn trả sách'], ['関 ヲ返す', 'Trả lại']]"
72,投書,とうしょ,ĐẦU THƯ,Thư bạn đọc,"[['1. 新しい法律についての意見を新聞に投書した。', 'Tôi gửi ý kiến về luật mới cho tòa  báo.'], ['2. 投書欄を見ると、いろいろな考え方があることがわかる。', 'Đọc mục ý kiến bạn đọc có thể thấy nhiều quan điểm khác nhau.'], ['合 ＿欄', 'Chuyên mục thư bạn đọc']]"
73,検索,けんさく,SÁCH,Tìm kiếm,"[['1. インターネットで検索すれば、たいていのことは調べられる。', 'Nếu tìm kiếm trên internet, thì hầu hết có thể tra được mọi thứ.'], ['2. ネット検索', 'Tìm kiếm qua mạng'], ['3. 漢和辞典は漢字の画数で検索できる。', 'Có thể tra cứu từ điển Hán-Nhật theo số nét của chữ Hán.'], ['4. ｛情報\u3000／\u3000データ\u3000．．．｝を検索する。', 'Tìm kiếm (thông tin, dữ liệu...)']]"
74,負傷,ふしょう,PHỤ THƯƠNG,Bị thương,"[['1. サッカーの試合中、選手が転倒して足を負傷した。', 'Trong trận bóng, cầu thủ ngã và bị thương ở chân.'], ['2. バスの事故で大勢の負傷者が出た。', 'Vụ tai nạn xe buýt khiến nhiều người bị thương.'], ['合 ＿者', 'Người bị thương']]"
75,感染,かんせん,CẢM NHIỄM,"Bị nhiễm, lây nhiễm","[['1. 病気のウイルスに感染しても、症状が出るとは限らない。', 'Nhiễm virus bệnh nhưng không hẳn sẽ xuất hiện triệu chứng.'], ['2. この病気は鳥から人に感染する。', 'Bệnh này lây từ chim sang người.'], ['合 ＿者', 'Người bị nhiễm'], ['合 二次＿', 'Nhiễm bệnh thứ cấp'], ['合 ＿経路', 'Con đường lây nhiễm'], ['合 病内＿', 'Nhiễm khuẩn bệnh viện'], ['関 ガ伝染スル', 'Lây lan (bệnh)'], ['関 ガうつる', 'Bị lây'], ['※ 「感染される」とは言わない', 'Không nói ""感染される""']]"
