stt,word,furigana,Sino-Vietnamese,meaning,example
81,缶,かん,phữu,lon,"[['1. おかしをカンに入れて保存する', 'Bảo quản kẹo bằng cách bỏ vào trong hộp kim loại.'], ['合 ＿づめ、\u3000＿ビール、\u3000ドラム＿', 'Đồ hộp, bia lon, thùng phi'], ['関 びん、\u3000びんづめ、\u3000ペットボトル', 'Chai, đồ đóng chai, chai nhựa']]"
82,画面,がめん,họa/hoạch diện,"màn hình, màn ảnh","[['1. パソコンの画面をずっと見ていると、目が疲れる', 'Cứ nhìn suốt vào màn hình máy tính thì sẽ mỏi mắt.']]"
83,番組,ばんぐみ,phiên tổ,"chương trình ti vi, kênh","[['1. テレビの番組を見る', 'Xem chương trình Tivi.'], ['2. 新聞の番組欄', 'Mục lịch phát sóng chương trình Tivi trên báo.'], ['合 テレビ＿、\u3000ニュース＿、\u3000歌＿、\u3000バラエティー＿', 'Chương trình Tivi, chương trình tin tức, chương trình ca nhạc, chương trình giải trí tổng hợp']]"
84,記事,きじ,kí sự,"bài viết, phóng sự","[['1. この記事のよると、日本に住む外国人が増えているそうだ', 'Theo bài viết này, nghe nói người nước ngoài sống ở Nhật Bản đang gia tăng.'], ['合 新聞＿、\u3000雑誌＿', 'Bài báo, bài đăng trên tạp chí']]"
85,近所,きんじょ,cận sở,"hàng xóm, vùng lân cận","[['1. 近所の人とは仲良くしてほうがいい', 'Nên tạo mối quan hệ tốt với hàng xóm.'], ['2. 私はよく近所の公園を散歩する', 'Tôi hay đi dạo ở công viên gần nhà.'], ['類 付近、\u3000近く', 'Khu vực lân cận, gần']]"
86,警察,けいさつ,cảnh sát,"cảnh sát, ngành cảnh sát","[['1. 自転車を盗まれたので、警察に届けた', 'Vì bị lấy mất xe đạp nên tôi đến trình bày cảnh sát.'], ['合 ＿署、\u3000＿官', 'Sở cảnh sát, đồn cảnh sát'], ['関 警官、\u3000おまわりさん、\u3000交番', 'Cảnh sát, cảnh sát tuần tra, bốt cảnh sát']]"
87,犯人,はんにん,phạm nhân,"tội phạm, thủ phạm","[['1. 事件の犯人', 'Thủ phạm của vụ việc.'], ['2. 犯人をつかまえる', 'Bắt giữ tội phạm.']]"
88,小銭,こぜに,tiểu tiền,"tiền lẻ, đồng lẻ","[['1. バスに乗ってから小銭がないことに気がつき、とても困った', 'Sau khi lên xe bus tôi mới nhận ra là mình không có tiền lẻ, thật sự éo le.'], ['関 ｛１００／１０\u3000…｝円玉、\u3000硬貨、\u3000（お）札', 'Đồng {100/10 ...} yên, đồng xu, tiền giấy'], ['類 細かいお金', 'Tiền lẻ']]"
89,ごちそう,,,"chiêu đãi, khao","[['1. 家族みんなでごちそうを食べて、祖父の誕生日を祝った', 'Mọi người trong gia đình cùng ăn tiệc và chúc mừng ngày sinh của ông.'], ['2. チンさんが私たちに手作りのギョーザをごちそうしてくれた', 'Anh Chin chiêu đãi chúng tôi món gyoza (há cảo Nhật Bản) mà anh ấy tự làm.'], ['3. きのうは先輩にごちそうになった', 'Hôm qua, tôi được tiền bối chiêu đãi.'], ['連 ＿になる', 'Được chiêu đãi, được khao'], ['関 （あいさつ）「ごちそうさま」', '""Xin cảm ơn về bữa ăn ngon""']]"
90,作者,さくしゃ,tác giả,tác giả,"[['1. ｛小説／詩／絵／彫刻\u3000…｝の作者', 'Tác giả của {Tiểu thuyết / Thơ / Tranh / Điêu khắc ...}'], ['2. 「ハムレット」の作者はシェイクスピアです', ""Tác giả của 'Hamlet' là Shakespeare.""], ['関 筆者、\u3000著者', 'Ký giả, tác giả']]"
91,作品,さくひん,tác phẩm,tác phẩm,"[['1. 学生の作品をロビーに展示する', 'Trưng bày tác phẩm của sinh viên ở sảnh.'], ['合 文学＿、\u3000芸術＿', 'Tác phẩm văn học, Tác phẩm nghệ thuật']]"
92,制服,せいふく,chế phục,đồng phục,"[['1. 日本の中学校には制服のある学校が多い', 'Nhiều trường trung học ở Nhật Bản có đồng phục.'], ['対 私服', 'Quần áo thường nhật'], ['関 ユニフォーム', 'Đồng phục']]"
93,洗剤,せんざい,tiển tễ,chất tẩy rửa,"[['1. 洗剤で食器を洗う', 'Rửa chén bát bằng nước rửa chén.'], ['合 合成＿', 'Bột giặt tổng hợp'], ['関 せっけん', 'Xà phòng']]"
94,底,そこ,để,"đế, đáy","[['1. くつの底に穴があく', 'Thủng lỗ ở đế giày.'], ['2. 箱の底が抜ける', 'Đáy hộp bị bung ra.'], ['3. コップの底', 'Đáy cốc.'], ['4. 海の底にもぐる', 'Lặn xuống đáy biển.'], ['5. あの人は心の底では何を考えているかわからない', 'Không biết tận sâu trong lòng người kia đang toan tính gì.']]"
95,地下,ちか,địa hạ,"ngầm, dưới mặt đất","[['1. 大都市は地下の開発が進んでいる', 'Đô thị lớn đang phát triển tầng hầm dưới mặt đất.'], ['2. 地下２階、地上８階のビル', 'Tòa nhà với 2 tầng hầm và 8 tầng trên mặt đất.'], ['合 ＿鉄、\u3000＿道、\u3000＿街', 'Tàu điện ngầm, đường hầm, thành phố trong lòng đất'], ['対 地上', 'Trên mặt đất']]"
96,寺,てら,tự,chùa,"[['1. 寺に｛まいる／おまいりする｝', 'Đi thăm đền thờ.'], ['関 神社、\u3000墓', 'Đền, lăng mộ']]"
97,道路,どうろ,đạo lộ,đại lộ,"[['1. 道路が込む', 'Đường phố đông đúc.'], ['2. 日本では、車は道路の左側を走る', 'Ở Nhật, ô tô chạy phía bên tay trái con đường.'], ['3. うちの前を高速道路が走っている', 'Đước cao tốc chạy qua phía trước nhà tôi.'], ['合 高速＿', 'Đường cao tốc'], ['類 道', 'Con đường']]"
98,坂,さか,phản,dốc,"[['1. 坂を上る', 'Leo dốc.'], ['連 急な＿ <=> ゆるやかな＿、\u3000＿を上る <=> 下る', 'Con dốc cao <=> con dốc nhẹ, lên dốc <=> xuống dốc'], ['合 ＿道、\u3000上り＿ <=> 下り＿\u3000（○○ざか）', 'Đường đèo, dốc đi lên <=> dốc đi xuống']]"
99,煙,けむり,yên,khói,"[['1. 「火事のときは、煙に注意して逃げてください」', '""Khi có hỏa hoạn, hãy cẩn thận với khói và trốn thoát.""'], ['2. たばこ煙は体に悪い', 'Khói thuốc lá có hại cho sức khỏe.'], ['関 湯気', 'Hơi nước']]"
100,灰,はい,hôi,"tro, tàn","[['1. たばこの灰', 'Tàn thuốc lá.'], ['2. 紙が燃えて灰になる', 'Giấy cháy thành tro.'], ['合 ＿皿、\u3000＿色', 'Cái gạt tàn, màu xám']]"
101,判,はん,phán,con dấu,"[['1. 書類に判を押す', 'Đóng dấu vào tài liệu.'], ['連 ＿を押す、\u3000＿をつく', 'Đóng dấu'], ['類 はんこ、\u3000印、\u3000印鑑', 'Con dấu, dấu, con dấu']]"
102,名刺,めいし,danh thích/thứ,danh thiếp,"[['1. 名刺を交換する', 'Trao đổi danh thiếp.'], ['2. パーティーで会った人に名刺を配った', 'Tôi trao danh thiếp cho những người đã gặp ở bữa tiệc.'], ['合 ＿交換', 'Trao đổi\xa0danh thiếp']]"
103,免許,めんきょ,miễn hứa,"giấy phép, sự cho phép","[['1. レストランを開くには、調理師の免許が必要だ', 'Để mở nhà hàng cần có chứng chỉ đầu bếp.'], ['連 ＿をとる、\u3000＿を与える', 'Nhận giấy phép, cấp giấy phép'], ['合 運転＿、\u3000教員＿、\u3000医師＿、\u3000＿証', 'Bằng lái xe, chứng chỉ giáo viên, giấy phép hành nghề y, giấy phép']]"
104,多く,おお,đa,nhiều,"[['1. オリンピックには｛○多くの／✕多いの／✕多い｝国が参加した', 'Nhiều quốc gia đã tham gia Thế vận hội.']]"
105,前半,ぜんはん,tiền bán,nửa đầu,"[['1. 映画の前半はたいくつだったが、後半はおもしろかった', 'Phần đầu phim chán lắm nhưng phần sau thì thú vị.']]"
106,後半,こうはん,hậu bán,nửa sau,"[['1. 映画の前半はたいくつだったが、後半はおもしろかった', 'Phần đầu phim chán lắm nhưng phần sau thì thú vị.']]"
107,最高,さいこう,tối cao,"cao nhất, tuyệt vời, rất","[['1. 最高気温', 'Nhiệt độ cao nhất.'], ['2. この店はきのう、開店以来最高の売り上げを記録した', 'Hôm qua, cửa hàng đã đạt kỳ lục doanh thu cao nhất từ khi mở cửa hàng đến nay.'], ['3. 宝くじが当たって、最高の気分だ', 'Vì tôi trúng xổ số nên cảm thấy tuyệt vời.'], ['4. きょうの試合は最高だった', 'Trận đấu hôm nay thật tuyệt vời.'], ['5. この映画は最高におもしろい', 'Bộ phim này hay hết sảy.'], ['6. 今月は最高に忙しかった', 'Tháng này là tháng bận rộn nhất.'], ['合 最高＋\u3000［名詞］、\u3000［名詞］\u3000＋最高', 'Cao nhất + [danh từ], [danh từ] + cao nhất'], ['対 最低', 'Thấp nhất']]"
108,最低,さいてい,tối đê,"thấp nhất, tồi tệ, kinh khủng","[['1. 最低気温', 'Nhiệt độ thấp nhất\xa0.'], ['2. クラスで最低の点をとってしまった', 'Tôi bị điểm thấp nhất lớp.'], ['3. きょうの試合は最低だった', 'Trận đấu hôm nay quá tệ.'], ['4. 弱いものいじめをするなんて｛最低だ／最低の人だ｝', 'Bắt nạt những người yếu đuối thì thật là thấp hèn.'], ['合 最低＋\u3000［名詞］、\u3000［名詞］\u3000＋最低', 'Thấp nhất + [danh từ], [danh từ] + thấp nhất'], ['対 最高', 'Tốt nhất, tuyệt vời']]"
109,最初,さいしょ,tối sơ,đầu tiên,"[['1. 最初にひらがなを、次にカタカナを勉強した', 'Đầu tiên tôi học Hiragana và sau đó là Katakana.'], ['2. 日本に来たばかりのころ、最初は何もわからなかった', 'Khi vừa mới đến Nhật Bản, lúc đầu tôi không hiểu\xa0thứ gì cả.']]"
110,最後,さいご,tối hậu,cuối cùng,"[['1. 「あとから来た人は列の最後に並んでください」', '""Những người đến sau hãy đứng phía cuối hàng.""'], ['2. 最後の出勤日に花束をもらった', 'Tôi đã nhận được một bó hoa vào ngày làm việc cuối cùng.']]"
111,自動,じどう,tự động,tự động,"[['1. このドアは自動だから、手で開けなくてもいい', 'Cửa này là tự động nên không cần phải mở bằng tay.'], ['合 ＿ドア、\u3000＿販売機、\u3000全＿\u3000（例・\u3000全自動洗たく機）、\u3000＿的な', 'Cửa tự động,máy bán hàng tự động, hoàn toàn tự động (ví dụ · máy giặt hoàn toàn tự động), có tính tự động'], ['対 手動', 'Thủ công']]"
112,種類,しゅるい,chủng loại,"chủng loại, loại","[['1. 公園にはいろいろな種類の花がある', 'Trong công viên có rất nhiều loại hoa.'], ['2. 形容詞には２種類ある', 'Có hai loại tính từ.'], ['連 ＿が多い <=> 少ない、\u3000＿が豊富だ', 'Nhiều chủng loại <=> ít chủng loại, phong phú về chủng loại'], ['合 ［数字］\u3000＋種類', '[Số lượng] + chủng loại'], ['関 種', 'Loại']]"
113,性格,せいかく,tính cách,"tính cách, nhân phẩm","[['1. あの人は性格がいいので、みんなに好かれている', 'Người ấy có tính cách tốt nên được mọi người yêu quý.'], ['2. ｛明るい／まじめな／おとなしい／積極的な\u3000…｝性格', 'Tính cách {vui vẻ / nghiêm túc/ trầm lặng/ tích cực ...}.'], ['連 ＿がいい <=> 悪い', 'Tốt tính <=> xấu tính'], ['類 性質', 'Tính chất']]"
114,性質,せいしつ,tính chất,"tính chất, bản chất","[['1. この布は燃えにくい性質を持っている', 'Vải này có tính chất chống cháy.'], ['2. 羊はおとなしい性質の動物だ', 'Cừu là động vật có tính cách hiền lành.'], ['3. 人は持って生まれた性質をなかなか変えられない', 'Con người khó mà thay đổi bản chất có được từ khi mới sinh ra.'], ['類 性格', 'Tính cách']]"
115,順番,じゅんばん,thuận phiên,"thứ tự, lần lượt","[['1. 発表の順番を決める', 'Quyết định thứ tự thuyết trình.'], ['2. 大きい商品から順番に並べる', 'Xếp lần lượt theo thứ tự từ những hàng hóa lớn đến bé.'], ['連 ＿がくる、\u3000＿を待つ', 'Đến lượt, chờ đến lượt'], ['類 順、\u3000順序', 'Thứ tự, tuần tự'], ['関 番', 'Phiên, lượt, số hiệu']]"
116,番,ばん,phiên,"lượt, trông coi","[['1. 次は私の番だ', 'Tiếp theo đến lượt của tôi.'], ['2. 席を離れた人の荷物の番をする', 'Trông coi hành lý của người nhừng người đã rời khỏi ghế.'], ['3. 隣の人に留守番を頼む', 'Nhờ người hàng xóm trông nhà cửa khi vắng.'], ['連 ＿がくる、\u3000＿を待つ、\u3000＿をする', 'Đến lượt, chờ đến lượt, đánh số'], ['関 順番', 'Thứ tự'], ['合 留守＿', 'Trông coi nhà cửa']]"
117,方法,ほうほう,phương pháp,"phương pháp, cách thức","[['1. いい方法を探す', 'Tìm kiếm phương pháp hiệu quả.'], ['2. いろいろな方法を試す', 'Thử nhiều phương pháp khác nhau.'], ['3. 新しい方法でやってみる', 'Thử làm bằng phương pháp mới.'], ['連 ＿がある <=> ない', 'Có cách <=> bó tay'], ['類 手段', 'Biện pháp, phương pháp']]"
118,製品,せいひん,chế phẩm,sản phẩm,"[['1. 完成した製品を検査する', 'Kiểm tra sản phẩm đã hoàn thành.'], ['合 電気＿、\u3000家電＿、\u3000プラスチック＿', 'Hàng điện tử, đồ gia dụng, đồ nhựa'], ['関 ［名詞］＋製\u3000（例・\u3000日本製、\u3000プラスチック製）', 'Sản phẩm + [ Danh từ ] (ví dụ: Hàng Nhật Bản, sản phẩm nhựa)']]"
119,値上がり,ねあ,trị thượng,tăng giá,"[['1. 食品の値上がり', 'Thực phẩm tăng giá.'], ['2. 石油が値上がりする', 'Giá dầu tăng.'], ['対 値下がり', 'Giá giảm'], ['関 値上げ <=> 値下げ', 'Giá tăng <=> giảm giá']]"
120,生,せい,sinh,"sống, tươi sống","[['1. 生の魚', 'Cá tươi.'], ['2. 肉を生（のまま）で食べる', 'Ăn thịt sống.'], ['合 ＿野菜、\u3000＿魚、\u3000＿肉、\u3000＿物、\u3000＿ビール、\u3000ごみ', 'Rau sống, cá sống, thịt tươi, đồ sống, bia tươi, rác sinh học']]"
121,渇く,かわ,khát,khát,"[['1. のどがかわいた', 'Khát nước.']]"
122,嗅ぐ,か,khứu,ngửi,"[['1. においをかぐ', 'Ngửi thấy mùi.']]"
123,叩く,たた,khấu,"đánh, gõ, vỗ","[['1. 子どものおしりをたたく', 'Đánh vào mông đứa trẻ.'], ['2. 隣の人の肩をたたく', 'Vỗ vai người bên cạnh.'], ['3. ドアをたたく', 'Gõ cửa.'], ['4. スピーチが終わったので、\u3000手をたたいた', 'Bài phát biểu kết thúc nên chúng tôi vỗ tay.'], ['関 殴る', 'Đánh đấm']]"
124,殴る,なぐ,ẩu,"đánh, đấm","[['1. 教師が生徒をなぐって、問題になっている', 'Đang có vấn đề bởi giáo viên đấm học sinh.']]"
125,ける,,,đá,"[['1. ボールをける', 'Đá bóng.'], ['2. 彼は怒るとなぐったりけったりする', 'Anh ấy hễ mà tức giận thì cứ đấm với đá.'], ['関 叩く', 'Đánh, đập, gõ, vỗ']]"
126,抱く,だ,bão,"ôm, ẵm, bế","[['1. 子どもを両手でしっかりと抱く', 'Ẫm đứa bé bằng hai tay một cách cẩn thận.'], ['2. 恋人の肩を抱く', 'Ôm lấy bờ vai của người yêu.']]"
127,倒れる,たお,đảo,"ngã, đổ","[['1. 台風で木が倒れた', 'Do bão nên cây đổ.'], ['2. 道で倒れている人を助けた', 'Giúp người bị ngã trên đường.'], ['3. 父は働きすぎてたおれてしまった', 'Vì bố tôi làm việc quá nhiều nên đã ngã bệnh.']]"
128,倒す,たお,đảo,"làm đổ, hạ gục","[['1. 花びんを倒して割ってしまった', 'Tôi làm đổ bình hoa và nó vỡ mất rồi.'], ['2. ボクシングでチャンピオンをたおした', 'Hạ gục nhà vô địch quyền anh.'], ['3. ３対２で日本チームがブラジルチームにたおされた', 'Đội Nhật Bản đã bị đội Brazil đánh bại với tỷ số 3-2.']]"
